Date,Open,High,Low,Close,Volume,Ticker
2010-01-04 00:00:00-02:00,30.93741694506778,31.738746643066406,30.697018976229128,31.738746643066406,2381400,VALE3.SA
2010-01-05 00:00:00-02:00,31.769563627732857,32.38596958550151,31.584642310682685,32.03461837768555,3001800,VALE3.SA
2010-01-06 00:00:00-02:00,32.05311507734843,32.89759072003203,31.91750499188008,32.712669372558594,2742800,VALE3.SA
2010-01-07 00:00:00-02:00,32.367475982351415,33.002375721230166,32.36131295735743,32.84827423095703,2543100,VALE3.SA
2010-01-08 00:00:00-02:00,32.8544358254466,33.43385890854246,32.66951451545087,33.16880416870117,2444500,VALE3.SA
2010-01-11 00:00:00-02:00,33.655770500703376,33.655770500703376,32.87909988667594,33.070186614990234,2785300,VALE3.SA
2010-01-12 00:00:00-02:00,32.54623748240645,32.97772216796875,32.23803447149085,32.97772216796875,2606400,VALE3.SA
2010-01-13 00:00:00-02:00,33.40920880860583,33.52016208714052,32.92841048448804,33.384552001953125,2635700,VALE3.SA
2010-01-14 00:00:00-02:00,33.396878879615414,33.779049959663716,33.101004267506816,33.378387451171875,1593300,VALE3.SA
2010-01-15 00:00:00-02:00,33.15031599873954,33.27976305389296,32.57705819481096,32.946903228759766,2225400,VALE3.SA
2010-01-18 00:00:00-02:00,32.85444378921601,33.501669706786736,32.85444378921601,33.409210205078125,1109300,VALE3.SA
2010-01-19 00:00:00-02:00,32.98388342330691,33.90232938115892,32.98388342330691,33.87150955200195,1889000,VALE3.SA
2010-01-20 00:00:00-02:00,33.23044944213881,33.53865246139493,32.66952004114877,32.946903228759766,3131700,VALE3.SA
2010-01-21 00:00:00-02:00,33.03936505082041,33.03936505082041,31.615468506462637,31.80655288696289,3569100,VALE3.SA
2010-01-22 00:00:00-02:00,31.62778731793074,31.775723415940895,30.937411022543735,31.134660720825195,3474800,VALE3.SA
2010-01-26 00:00:00-02:00,30.666204037967532,30.98673549802014,30.26553912505109,30.505939483642578,4364100,VALE3.SA
2010-01-27 00:00:00-02:00,30.598396353686834,30.598396353686834,29.679952643728328,30.086780548095703,3296100,VALE3.SA
2010-01-28 00:00:00-02:00,30.39498370695549,30.74633497352706,29.59981932412403,30.068286895751953,2382800,VALE3.SA
2010-01-29 00:00:00-02:00,30.284024671876843,30.789477357590386,29.90185129377962,30.148414611816406,3402000,VALE3.SA
2010-02-01 00:00:00-02:00,30.444291563643475,31.159322420189667,30.142253944398462,31.060697555541992,2664600,VALE3.SA
2010-02-02 00:00:00-02:00,31.541493476774118,31.553821878780358,30.881939253554883,31.060697555541992,2521700,VALE3.SA
2010-02-03 00:00:00-02:00,31.103842659795955,31.196304489845858,30.795639694832296,30.992889404296875,2879000,VALE3.SA
2010-02-04 00:00:00-02:00,30.586069690205296,30.697022975108066,29.180664549973695,29.316274642944336,4088600,VALE3.SA
2010-02-05 00:00:00-02:00,29.02655963710454,29.2176463502126,28.16975564372099,29.0697078704834,3775100,VALE3.SA
2010-02-08 00:00:00-02:00,29.32243557359049,30.01897506760908,29.09436599376939,29.279287338256836,4419400,VALE3.SA
2010-02-09 00:00:00-02:00,29.710773379857873,30.32717945682006,29.58749169418492,29.895694732666016,4180900,VALE3.SA
2010-02-10 00:00:00-02:00,30.049789608245906,30.142251439909025,29.371744014056564,29.9265079498291,2637900,VALE3.SA
2010-02-11 00:00:00-02:00,29.61830786804612,30.660035514291597,28.7553408777708,30.629213333129883,8213600,VALE3.SA
2010-02-12 00:00:00-02:00,30.2963602505793,30.727842632265194,30.018977039922213,30.419639587402344,3444200,VALE3.SA
2010-02-17 00:00:00-02:00,31.726416138260713,31.806547221628758,31.22096342922181,31.621625900268555,2908700,VALE3.SA
2010-02-18 00:00:00-02:00,31.56615253379437,32.157901763916016,31.251786490105502,32.157901763916016,2339800,VALE3.SA
