Date,Open,High,Low,Close,Volume,Ticker
2005-01-03 00:00:00-02:00,8.460332855659498,8.570925442007987,8.218134821554873,8.277854919433594,4057600,VALE3.SA
2005-01-04 00:00:00-02:00,8.278961480484357,8.294444375818857,7.909581785528877,7.940548419952393,4430400,VALE3.SA
2005-01-05 00:00:00-02:00,7.968195477636503,8.010220352972375,7.785717557584828,7.885251045227051,6939200,VALE3.SA
2005-01-06 00:00:00-02:00,7.890780906095398,7.9294881427572035,7.630888495646731,7.852073669433594,3313600,VALE3.SA
2005-01-07 00:00:00-02:00,7.948290305561137,8.183852235061956,7.907370740634186,8.062200546264648,5248000,VALE3.SA
2005-01-10 00:00:00-02:00,8.017960631402545,8.149566048319347,7.930592407409852,7.995842456817627,3478400,VALE3.SA
2005-01-11 00:00:00-02:00,8.073258905089592,8.073258905089592,7.831060867935468,7.9516072273254395,2321600,VALE3.SA
2005-01-12 00:00:00-02:00,8.073258881365161,8.117496085082442,7.718256777010464,7.905158519744873,5748800,VALE3.SA
2005-01-13 00:00:00-02:00,8.062196939987723,8.340889790457652,7.995841579757187,8.2933349609375,8606400,VALE3.SA
2005-01-14 00:00:00-02:00,8.247993980316746,8.769991039845332,8.194909176062,8.681516647338867,7328000,VALE3.SA
2005-01-17 00:00:00-02:00,8.692574491027383,8.73681168094758,8.5709228515625,8.5709228515625,1137600,VALE3.SA
2005-01-18 00:00:00-02:00,8.569820532361462,8.735709436128646,8.438215909125955,8.648341178894043,8292800,VALE3.SA
2005-01-19 00:00:00-02:00,8.681516767387116,8.722436322144201,8.521157877975337,8.593042373657227,3881600,VALE3.SA
2005-01-20 00:00:00-02:00,8.416094657527616,8.670457913563407,8.256841925763625,8.504569053649902,6451200,VALE3.SA
2005-01-21 00:00:00-02:00,8.515628376852474,9.06859125846627,8.515628376852474,8.858465194702148,7753600,VALE3.SA
2005-01-24 00:00:00-02:00,8.848513231909921,9.185820120192398,8.848513231909921,9.04094409942627,3585600,VALE3.SA
2005-01-26 00:00:00-02:00,8.980117062497934,9.066379982729472,8.848512467457837,9.01329517364502,3907200,VALE3.SA
2005-01-27 00:00:00-02:00,8.902703885678893,8.958000183105469,8.742344960643635,8.958000183105469,4088000,VALE3.SA
2005-01-28 00:00:00-02:00,8.892748738176666,8.924819840177529,8.714694637391764,8.769990921020508,2636800,VALE3.SA
2005-01-31 00:00:00-02:00,8.84740651631236,8.84740651631236,8.692576733526005,8.758932113647461,1648000,VALE3.SA
2005-02-01 00:00:00-02:00,8.84740645149665,8.897172775284547,8.737920032910619,8.803169250488281,5963200,VALE3.SA
2005-02-02 00:00:00-02:00,8.847404756985398,8.922607731169943,8.714694023132324,8.714694023132324,2668800,VALE3.SA
2005-02-03 00:00:00-02:00,8.714697600589052,8.72575669232428,8.548808693296783,8.604104995727539,1382400,VALE3.SA
2005-02-04 00:00:00-02:00,8.604101360345302,8.72575300554211,8.405034418201973,8.591936111450195,2182400,VALE3.SA
2005-02-09 00:00:00-02:00,8.616266880006364,8.616266880006364,8.460330963134766,8.460330963134766,3089600,VALE3.SA
2005-02-10 00:00:00-02:00,8.471388288820382,8.57645170675291,8.327618494879081,8.417198181152344,3870400,VALE3.SA
2005-02-11 00:00:00-02:00,8.454802863758813,8.532218180225785,8.327622064838915,8.382918357849121,4038400,VALE3.SA
2005-02-14 00:00:00-02:00,8.382917213660553,8.566500442644749,8.349739104881138,8.51673412322998,4540800,VALE3.SA
2005-02-15 00:00:00-02:00,8.493509617955558,8.725753843592098,8.493509617955558,8.681516647338867,4217600,VALE3.SA
2005-02-16 00:00:00-02:00,8.736815208043808,8.758933390056018,8.593044493700758,8.626222610473633,8630400,VALE3.SA
2005-02-17 00:00:00-02:00,8.792110659009483,8.924821425794628,8.627327940771124,8.825288772583008,6800000,VALE3.SA
2005-02-18 00:00:00-02:00,8.847405921498506,9.101769179243341,8.79210963448914,8.99117660522461,2280000,VALE3.SA
2005-02-21 00:00:00-03:00,9.057534761202378,9.234482765197754,8.982331754035012,9.234482765197754,1718400,VALE3.SA
2005-02-22 00:00:00-03:00,9.787442333537577,9.994250740833944,9.54413901981013,9.577316284179688,22094400,VALE3.SA
2005-02-23 00:00:00-03:00,9.715558490506005,9.975450898297556,9.64367314100933,9.965497970581055,17702400,VALE3.SA
2005-02-24 00:00:00-03:00,10.063923479682783,10.603614896599932,10.063923479682783,10.589238166809082,10030400,VALE3.SA
2005-02-25 00:00:00-03:00,10.617993764978177,10.672183892533587,10.00862841735015,10.229813575744629,8680000,VALE3.SA
2005-02-28 00:00:00-03:00,10.394594745959242,10.394594745959242,9.927893995734296,10.008626937866211,8025600,VALE3.SA
2005-03-01 00:00:00-03:00,9.976555806339567,10.06392403936036,9.687909126281738,9.687909126281738,11718400,VALE3.SA
2005-03-02 00:00:00-03:00,9.69233411564152,9.964391774438099,9.533080522685683,9.920154571533203,12521600,VALE3.SA
2005-03-03 00:00:00-03:00,10.284003703300039,10.340406154941869,10.11922099654739,10.229813575744629,7931200,VALE3.SA
2005-03-04 00:00:00-03:00,10.351468821235457,10.56159496307373,10.29838483737919,10.56159496307373,7976000,VALE3.SA
2005-03-07 00:00:00-03:00,10.616888842853214,10.727481434966268,10.428881773762829,10.49191951751709,8262400,VALE3.SA
2005-03-08 00:00:00-03:00,10.439939690243758,10.450998779460557,10.135810096132472,10.307228088378906,6100800,VALE3.SA
2005-03-09 00:00:00-03:00,10.251932609530705,10.462058696289821,10.228708267211914,10.228708267211914,4528000,VALE3.SA
2005-03-10 00:00:00-03:00,10.268519579565204,10.340404916182578,9.826149315771298,9.997568130493164,5304000,VALE3.SA
2005-03-11 00:00:00-03:00,10.173410191069214,10.21322358342917,9.95554269503122,9.986509323120117,4892800,VALE3.SA
2005-03-14 00:00:00-03:00,9.986508821602747,10.097101385103313,9.75758224890675,9.842738151550293,3804800,VALE3.SA
2005-03-15 00:00:00-03:00,9.953329686258225,10.008625962292992,9.754262755031375,9.7653226852417,8774400,VALE3.SA
2005-03-16 00:00:00-03:00,9.787444823128837,9.787444823128837,9.510963330950057,9.676852226257324,10664000,VALE3.SA
2005-03-17 00:00:00-03:00,9.62155360602471,10.145762152446562,9.550774428607175,10.141338348388672,6942400,VALE3.SA
2005-03-18 00:00:00-03:00,10.119222657110045,10.146870806446412,9.898037462419115,9.967710494995117,5827200,VALE3.SA
2005-03-21 00:00:00-03:00,10.139125967141531,10.207693658313474,9.85379695892334,9.85379695892334,4508800,VALE3.SA
2005-03-22 00:00:00-03:00,9.925682348621024,10.118113168487938,9.770852594487778,9.80955982208252,5945600,VALE3.SA
2005-03-23 00:00:00-03:00,9.76532691263101,9.898037695062985,9.212363912906822,9.22342300415039,6011200,VALE3.SA
